2019-10-31,2019-11-29,2019-12-31,2020-01-31,2020-02-28,2020-03-31
90.6900,84.5700,81.7800,84.9100,74.8200,45.7800
51.6500,50.3300,63.4700,65.5000,55.5600,41.6200
25.0600,26.8800,26.7800,26.9000,22.3900,18.1300
37.3700,40.3300,42.9100,39.0000,33.2500,28.2600
29.2100,29.5100,30.2000,28.9500,25.9800,16.9500
152.1200,143.1000,147.5300,146.1700,127.8600,85.8000
22.3100,22.7200,23.7200,20.6900,19.0500,14.1500
186.9000,196.4400,201.9400,211.2900,189.2500,169.8500
121.3400,120.8500,138.8700,126.1600,107.9800,60.1900
63.5100,61.4900,63.4900,69.1900,62.3200,60.3000
33.9300,38.9300,36.8700,35.5700,32.2000,18.9400
90.7400,92.7800,97.7700,84.4800,83.4900,77.9400
76.6900,77.5100,78.7900,81.6600,77.3400,65.1300
101.7100,100.6700,100.7300,105.7700,89.2500,68.5300
138.2300,145.2800,149.6800,147.9000,136.1500,101.0800
48.4700,49.7800,51.9200,45.4900,39.9500,26.7600
127.9200,120.5200,132.3500,134.2100,133.2300,117.6900
